Flight_ID,Date,Time,Departure_Airport,Arrival_Airport,Temperature_Celsius,Wind_Speed_knots,Turbulence_Level,Visibility_km
96,2024-08-19,20:05:00,LAS Airport,SAN Airport,27,50,Low,16
21,2024-08-26,17:33:00,SFO Airport,PHX Airport,9,36,High,16
177,2024-07-09,05:42:00,TPA Airport,SLC Airport,-11,46,Medium,2
92,2024-04-21,02:00:00,JFK Airport,SLC Airport,38,39,Medium,3
52,2024-04-14,00:35:00,DFW Airport,MCO Airport,34,2,High,4
9,2024-01-19,08:17:00,SEA Airport,MCI Airport,19,42,High,1
149,2024-08-18,16:45:00,MCI Airport,IND Airport,10,28,Low,12
176,2024-01-16,15:06:00,DFW Airport,STL Airport,-19,22,High,12
48,2024-09-26,11:42:00,AUS Airport,JFK Airport,6,33,Low,11
171,2024-01-09,22:51:00,IND Airport,MCI Airport,12,40,Medium,6
146,2024-09-20,11:45:00,SFO Airport,MSP Airport,-1,50,High,13
96,2024-10-18,15:34:00,JFK Airport,SAN Airport,31,14,Low,15
130,2024-10-18,15:26:00,DFW Airport,PHL Airport,-10,39,Low,5
26,2024-11-02,08:42:00,AUS Airport,LAS Airport,-19,35,High,20
50,2024-12-27,20:14:00,MCI Airport,IAD Airport,-15,38,Medium,4
165,2024-05-02,07:04:00,DTW Airport,BNA Airport,6,41,High,19
197,2024-02-02,03:45:00,IAD Airport,SLC Airport,-10,49,High,1
34,2024-03-08,03:33:00,IND Airport,DTW Airport,-8,12,Low,8
24,2024-09-16,00:56:00,IAD Airport,DFW Airport,17,46,High,7
72,2024-01-23,10:44:00,BNA Airport,DEN Airport,16,1,Low,5
166,2024-12-11,16:26:00,STL Airport,IAD Airport,6,50,Low,4
78,2024-08-28,13:43:00,MCI Airport,PHL Airport,7,8,Medium,3
88,2024-11-04,02:55:00,ATL Airport,MIA Airport,25,14,High,16
83,2024-04-18,16:16:00,DTW Airport,ATL Airport,24,34,Medium,3
24,2024-07-09,19:32:00,AUS Airport,IND Airport,-9,10,Medium,1
35,2024-08-01,07:29:00,JFK Airport,DTW Airport,-12,39,Medium,20
100,2024-12-13,01:00:00,PHL Airport,ATL Airport,12,24,High,18
167,2024-07-12,03:11:00,CLT Airport,PHX Airport,-5,4,High,19
196,2024-06-02,04:15:00,TPA Airport,LAS Airport,-4,23,Medium,6
33,2024-01-22,03:52:00,IAD Airport,AUS Airport,38,18,Low,9
78,2024-02-23,18:35:00,DFW Airport,CMH Airport,-19,23,Medium,7
195,2024-06-27,18:48:00,DTW Airport,LAX Airport,17,46,Medium,20
16,2024-01-16,07:06:00,LAX Airport,DFW Airport,26,43,Medium,15
169,2024-10-07,10:40:00,LAX Airport,CMH Airport,3,12,Low,7
99,2024-02-14,18:06:00,LAX Airport,SAN Airport,4,8,Medium,5
102,2024-11-11,09:39:00,DTW Airport,SAN Airport,3,44,High,18
59,2024-04-24,22:07:00,PDX Airport,LAX Airport,39,22,High,15
164,2024-12-11,07:37:00,BOS Airport,SLC Airport,10,4,Low,20
186,2024-06-26,09:33:00,DEN Airport,IND Airport,11,5,Low,14
95,2024-06-16,04:22:00,IAH Airport,DFW Airport,-4,12,Medium,16
184,2024-05-26,23:04:00,LAS Airport,TPA Airport,13,4,High,13
11,2024-09-02,01:22:00,BOS Airport,DFW Airport,-15,34,Medium,1
64,2024-08-22,23:35:00,IAH Airport,PHL Airport,7,39,Medium,9
21,2024-10-23,21:24:00,SLC Airport,LAX Airport,4,41,Medium,7
113,2024-03-28,04:28:00,AUS Airport,PHL Airport,20,40,Low,11
16,2024-08-28,01:59:00,DEN Airport,IND Airport,5,13,High,16
21,2024-05-02,12:05:00,TPA Airport,PHL Airport,33,13,Medium,15
24,2024-01-14,11:11:00,AUS Airport,CMH Airport,-2,3,Medium,12
179,2024-07-08,11:10:00,MCO Airport,STL Airport,33,32,High,9
173,2024-10-06,21:34:00,LAX Airport,DEN Airport,23,28,Medium,16
62,2024-12-14,08:41:00,MIA Airport,SFO Airport,6,24,Medium,7
152,2024-05-07,03:47:00,PHL Airport,IAH Airport,11,40,Low,11
77,2024-02-11,00:37:00,CLT Airport,PHX Airport,-10,47,Low,13
74,2024-05-06,03:45:00,MCI Airport,MSP Airport,14,1,Medium,20
81,2024-10-14,11:02:00,MIA Airport,SLC Airport,30,13,Medium,8
110,2024-04-27,18:08:00,PHL Airport,DTW Airport,16,19,High,11
48,2024-04-23,15:32:00,IAH Airport,PHL Airport,14,36,Low,2
53,2024-05-22,09:31:00,SLC Airport,DTW Airport,19,48,High,5
51,2024-02-18,21:20:00,SLC Airport,IND Airport,34,43,Low,4
190,2024-09-01,21:29:00,LAS Airport,CMH Airport,-16,44,Medium,5
13,2024-02-02,13:39:00,ORD Airport,PHX Airport,18,23,Low,2
79,2024-03-18,11:47:00,STL Airport,BNA Airport,-16,31,High,10
178,2024-11-12,15:29:00,SFO Airport,PHL Airport,32,36,High,9
70,2024-01-06,08:54:00,PHL Airport,ORD Airport,-8,34,High,7
95,2024-01-10,15:15:00,DTW Airport,SEA Airport,38,20,High,8
13,2024-11-09,05:17:00,SEA Airport,TPA Airport,23,43,Low,3
189,2024-01-24,14:28:00,SAN Airport,MCO Airport,-20,31,High,9
184,2024-05-25,01:32:00,DFW Airport,TPA Airport,30,8,High,2
11,2024-07-24,13:33:00,MIA Airport,SAN Airport,-1,37,High,13
146,2024-10-10,02:44:00,IAH Airport,MCO Airport,22,7,Low,3
1,2024-10-28,02:26:00,PDX Airport,BNA Airport,15,0,Medium,7
184,2024-03-20,16:58:00,ORD Airport,JFK Airport,4,47,Low,10
153,2024-03-15,16:45:00,DTW Airport,BOS Airport,-10,4,High,9
89,2024-06-22,04:24:00,MSP Airport,ATL Airport,23,3,Low,6
156,2024-04-10,02:13:00,AUS Airport,DTW Airport,18,45,Medium,9
7,2024-04-25,16:41:00,PDX Airport,MCI Airport,26,2,Medium,13
184,2024-09-06,17:17:00,SLC Airport,DFW Airport,31,40,Low,19
114,2024-12-22,18:50:00,IAH Airport,ATL Airport,3,49,Medium,19
24,2024-07-18,18:30:00,IND Airport,AUS Airport,-2,22,Low,7
30,2024-12-28,07:18:00,LAS Airport,IND Airport,28,50,Medium,17
134,2024-11-06,06:54:00,STL Airport,BOS Airport,7,47,High,10
28,2024-07-23,16:49:00,MSP Airport,SAN Airport,-9,42,High,18
197,2024-11-24,09:54:00,ORD Airport,IAD Airport,28,49,Medium,3
144,2024-11-24,01:17:00,DTW Airport,DEN Airport,-14,7,Low,12
27,2024-08-28,05:26:00,PHX Airport,LAS Airport,4,28,Medium,7
46,2024-08-09,23:56:00,TPA Airport,MCO Airport,40,40,Medium,12
86,2024-09-17,05:58:00,LAX Airport,JFK Airport,2,17,Medium,2
45,2024-06-02,23:15:00,DTW Airport,IND Airport,4,38,Medium,2
71,2024-08-19,18:57:00,STL Airport,DTW Airport,12,37,Medium,2
198,2024-12-26,14:18:00,DEN Airport,PDX Airport,1,48,Medium,3
121,2024-10-20,09:24:00,PHX Airport,DFW Airport,6,25,High,8
90,2024-11-28,21:18:00,DFW Airport,SEA Airport,-19,32,High,7
83,2024-12-23,22:36:00,STL Airport,SLC Airport,10,36,Medium,15
22,2024-05-07,10:30:00,MIA Airport,ATL Airport,-19,33,Medium,2
62,2024-05-14,03:45:00,DEN Airport,STL Airport,34,37,High,14
134,2024-08-01,22:05:00,SAN Airport,DTW Airport,26,0,Medium,13
44,2024-08-02,05:23:00,DFW Airport,IND Airport,39,22,High,3
72,2024-12-28,02:18:00,DTW Airport,STL Airport,1,38,High,18
37,2024-09-13,19:28:00,IAH Airport,CMH Airport,33,23,Medium,9
119,2024-04-03,17:43:00,JFK Airport,ORD Airport,15,9,Low,19
182,2024-10-13,06:59:00,LAX Airport,TPA Airport,-7,2,Low,4
42,2024-12-05,02:19:00,MCO Airport,LAX Airport,-3,29,High,7
48,2024-02-23,11:34:00,ATL Airport,DEN Airport,27,7,High,7
76,2024-07-13,00:07:00,DEN Airport,ORD Airport,-14,6,Medium,9
198,2024-09-19,08:58:00,ATL Airport,PDX Airport,21,47,Low,20
72,2024-10-14,08:01:00,ORD Airport,BNA Airport,40,33,High,5
102,2024-06-27,20:13:00,DFW Airport,TPA Airport,40,4,Low,6
61,2024-09-04,07:52:00,CLT Airport,AUS Airport,24,4,High,2
106,2024-05-26,12:09:00,MCI Airport,SFO Airport,32,27,High,1
95,2024-12-01,00:03:00,IAH Airport,LAX Airport,25,43,Medium,3
131,2024-06-10,20:46:00,IAD Airport,DEN Airport,35,37,Medium,15
16,2024-02-28,01:42:00,CLT Airport,SEA Airport,36,17,Low,12
114,2024-09-04,19:20:00,DTW Airport,PDX Airport,19,1,Low,1
69,2024-02-13,05:10:00,DTW Airport,BOS Airport,-13,30,Low,15
75,2024-09-22,14:44:00,SFO Airport,BOS Airport,33,3,High,3
109,2024-07-28,06:06:00,TPA Airport,STL Airport,-20,2,Low,6
119,2024-09-14,22:41:00,DEN Airport,MIA Airport,7,38,High,14
163,2024-12-27,01:12:00,DTW Airport,BNA Airport,-11,2,Medium,3
183,2024-09-21,16:19:00,IND Airport,JFK Airport,-16,30,High,15
61,2024-11-14,03:18:00,DEN Airport,DFW Airport,38,38,High,19
168,2024-04-16,09:39:00,TPA Airport,CMH Airport,13,8,Medium,13
172,2024-05-11,18:48:00,MIA Airport,DTW Airport,25,44,Low,16
29,2024-06-27,13:27:00,DTW Airport,CLT Airport,31,27,Medium,14
126,2024-02-09,13:45:00,DFW Airport,IND Airport,19,0,Medium,6
4,2024-07-25,02:16:00,MIA Airport,BOS Airport,6,30,High,5
86,2024-04-20,17:26:00,ATL Airport,MIA Airport,0,1,Medium,14
62,2024-11-24,06:41:00,MCI Airport,CLT Airport,0,23,Medium,8
39,2024-06-14,08:27:00,LAS Airport,PDX Airport,-4,23,Medium,15
150,2024-03-10,03:17:00,IAD Airport,CMH Airport,31,14,Medium,11
22,2024-10-01,18:32:00,STL Airport,MCO Airport,10,9,Medium,7
139,2024-05-11,13:50:00,LAX Airport,MSP Airport,34,25,Medium,10
13,2024-10-03,01:51:00,CLT Airport,LAX Airport,7,4,High,19
190,2024-05-24,15:45:00,IAD Airport,MCI Airport,17,15,Low,7
168,2024-11-26,14:21:00,IAH Airport,PHX Airport,12,34,Low,7
94,2024-06-08,12:11:00,CMH Airport,MCO Airport,5,30,Low,18
18,2024-06-11,01:11:00,CLT Airport,SAN Airport,-7,26,Medium,15
158,2024-07-09,19:33:00,MSP Airport,SEA Airport,40,47,High,14
28,2024-01-13,18:50:00,PHX Airport,BNA Airport,18,21,High,16
160,2024-03-01,18:22:00,MSP Airport,LAX Airport,-10,24,Low,3
122,2024-02-04,16:19:00,SAN Airport,IAD Airport,7,40,Low,16
134,2024-08-15,08:14:00,SAN Airport,IAH Airport,16,19,Low,9
94,2024-07-05,18:51:00,ATL Airport,MIA Airport,-3,23,High,20
110,2024-10-08,01:04:00,IND Airport,PHX Airport,-13,49,High,14
160,2024-05-18,02:59:00,MIA Airport,SEA Airport,-12,1,High,15
146,2024-10-26,01:27:00,IAH Airport,JFK Airport,10,34,Medium,16
44,2024-10-28,16:10:00,DFW Airport,IAH Airport,18,24,Medium,12
120,2024-01-19,13:35:00,IAD Airport,PHX Airport,30,48,Low,5
28,2024-09-24,02:45:00,LAX Airport,DTW Airport,20,26,High,11
102,2024-08-12,13:39:00,SLC Airport,ATL Airport,-13,32,Low,18
32,2024-11-22,08:48:00,SLC Airport,MCO Airport,4,48,High,3
2,2024-12-21,20:30:00,MSP Airport,PHX Airport,12,5,High,11
119,2024-02-11,08:49:00,ORD Airport,IAH Airport,9,17,Low,8
106,2024-07-11,17:59:00,DFW Airport,TPA Airport,-20,20,Medium,9
155,2024-12-28,20:25:00,TPA Airport,SAN Airport,-15,50,Medium,8
134,2024-11-08,14:15:00,BNA Airport,MCI Airport,27,30,High,11
134,2024-03-24,01:27:00,SEA Airport,CLT Airport,17,8,Low,20
133,2024-10-16,10:24:00,LAX Airport,STL Airport,21,21,Medium,6
33,2024-07-04,10:55:00,SLC Airport,STL Airport,37,31,Low,10
50,2024-08-04,19:01:00,ATL Airport,MCO Airport,38,19,Low,3
146,2024-07-20,04:51:00,MIA Airport,LAX Airport,40,8,Low,18
163,2024-02-22,19:51:00,SAN Airport,SEA Airport,17,40,High,15
38,2024-01-04,17:56:00,CMH Airport,JFK Airport,15,34,Medium,11
64,2024-02-25,16:01:00,SFO Airport,AUS Airport,26,42,Low,10
183,2024-07-07,10:43:00,LAX Airport,SEA Airport,0,22,Low,6
195,2024-01-16,01:55:00,MCI Airport,ATL Airport,30,4,Low,16
135,2024-06-18,03:41:00,MIA Airport,IAH Airport,16,29,High,15
25,2024-09-17,10:02:00,LAS Airport,BNA Airport,13,11,Low,16
9,2024-05-13,09:47:00,AUS Airport,IAD Airport,22,23,Low,14
190,2024-04-16,19:26:00,STL Airport,IAD Airport,2,48,Low,10
82,2024-11-27,19:20:00,CMH Airport,PHL Airport,21,37,Medium,18
166,2024-07-22,13:57:00,AUS Airport,LAS Airport,5,0,High,12
114,2024-06-25,21:02:00,IAH Airport,TPA Airport,35,21,Medium,10
57,2024-10-01,21:53:00,TPA Airport,MCO Airport,-18,38,Medium,8
126,2024-05-03,22:11:00,JFK Airport,SLC Airport,-20,33,Medium,3
70,2024-03-25,09:08:00,LAX Airport,STL Airport,-16,13,Medium,2
172,2024-03-15,02:09:00,PHL Airport,SAN Airport,1,8,Medium,2
56,2024-04-14,15:11:00,SEA Airport,BOS Airport,33,20,Low,12
50,2024-12-05,20:04:00,LAS Airport,MSP Airport,39,22,Low,8
193,2024-04-02,01:11:00,JFK Airport,CMH Airport,-3,19,High,18
27,2024-11-11,13:48:00,DFW Airport,PHL Airport,-15,9,High,7
178,2024-05-04,05:49:00,MCO Airport,BOS Airport,30,48,High,6
41,2024-05-16,05:06:00,SEA Airport,ORD Airport,24,8,Low,7
41,2024-11-24,12:24:00,MCO Airport,IND Airport,4,22,High,5
152,2024-04-08,21:28:00,SFO Airport,BNA Airport,40,28,Low,12
16,2024-09-05,00:10:00,PDX Airport,CLT Airport,39,39,Medium,16
63,2024-11-03,18:25:00,SLC Airport,SAN Airport,28,19,High,18
48,2024-03-12,00:22:00,PDX Airport,BNA Airport,-15,30,High,11
115,2024-08-20,02:49:00,CLT Airport,JFK Airport,18,24,High,16
13,2024-12-27,01:41:00,IAD Airport,JFK Airport,31,8,Low,3
131,2024-07-20,14:18:00,IAH Airport,MCI Airport,22,11,Medium,20
19,2024-10-04,08:11:00,CLT Airport,LAX Airport,-18,11,Medium,16
110,2024-02-01,03:26:00,IND Airport,MCO Airport,-3,39,Low,8
86,2024-06-24,16:17:00,MCO Airport,IAH Airport,20,6,High,4
167,2024-03-18,23:13:00,SLC Airport,DTW Airport,20,10,Medium,8
22,2024-04-11,22:50:00,SEA Airport,CMH Airport,35,30,Medium,2
3,2024-02-07,21:10:00,SFO Airport,DFW Airport,24,20,High,19
79,2024-09-20,09:45:00,LAX Airport,DTW Airport,35,8,Medium,9
59,2024-03-01,21:49:00,SAN Airport,JFK Airport,10,26,High,7
90,2024-10-01,06:35:00,CLT Airport,IAD Airport,-1,50,Medium,14
78,2024-04-28,02:08:00,MCI Airport,PHL Airport,-5,26,High,9
165,2024-07-18,05:28:00,SFO Airport,DFW Airport,-8,12,Low,12
126,2024-03-07,18:43:00,IAH Airport,BNA Airport,5,5,High,6
11,2024-11-20,10:36:00,LAX Airport,STL Airport,40,34,Medium,17
51,2024-09-24,19:56:00,SLC Airport,BOS Airport,12,1,Medium,2
137,2024-08-28,09:28:00,JFK Airport,DEN Airport,-12,35,Medium,10
178,2024-02-08,05:24:00,IND Airport,PDX Airport,19,22,Medium,15
112,2024-11-25,08:50:00,PDX Airport,BNA Airport,31,45,Medium,19
64,2024-05-02,14:04:00,MSP Airport,ORD Airport,32,26,Low,16
120,2024-04-14,08:06:00,IAD Airport,BNA Airport,2,8,Medium,6
143,2024-12-08,03:08:00,LAS Airport,SLC Airport,-12,33,High,10
186,2024-10-28,22:50:00,JFK Airport,IAH Airport,-20,7,Medium,6
43,2024-12-23,08:30:00,AUS Airport,PDX Airport,-15,48,Low,6
160,2024-07-24,04:23:00,JFK Airport,IND Airport,39,48,High,4
48,2024-12-08,15:33:00,LAX Airport,PDX Airport,-2,17,Medium,5
160,2024-09-06,19:07:00,SFO Airport,BOS Airport,-11,8,High,10
189,2024-08-12,07:53:00,ATL Airport,MCI Airport,3,33,Medium,1
14,2024-12-23,09:34:00,CMH Airport,STL Airport,29,41,Low,18
20,2024-10-20,13:45:00,SLC Airport,MCO Airport,22,42,Medium,15
9,2024-10-04,08:50:00,PDX Airport,DTW Airport,-9,7,Low,13
181,2024-02-27,07:13:00,DEN Airport,BOS Airport,34,12,Low,5
176,2024-09-26,02:41:00,BNA Airport,SEA Airport,27,17,Low,14
112,2024-05-08,16:11:00,SEA Airport,SFO Airport,30,45,Medium,10
15,2024-02-18,01:25:00,CLT Airport,PDX Airport,24,3,High,14
27,2024-11-20,06:01:00,BOS Airport,SEA Airport,23,10,Medium,14
69,2024-12-19,20:23:00,MSP Airport,PHX Airport,-1,4,Medium,9
32,2024-06-09,17:36:00,AUS Airport,DFW Airport,20,41,High,16
38,2024-01-06,11:09:00,DEN Airport,IND Airport,33,15,High,18
35,2024-07-04,23:34:00,IAH Airport,ATL Airport,-13,39,High,2
173,2024-12-03,08:34:00,MSP Airport,ATL Airport,-1,15,Medium,17
143,2024-11-13,23:40:00,DFW Airport,CLT Airport,27,40,High,19
67,2024-07-16,15:57:00,PDX Airport,DTW Airport,20,29,High,1
194,2024-12-07,18:01:00,DTW Airport,MCI Airport,21,28,Low,16
51,2024-08-06,20:53:00,SAN Airport,SFO Airport,16,9,Medium,9
139,2024-05-11,00:31:00,DFW Airport,CMH Airport,31,18,Low,18
85,2024-03-21,01:30:00,CMH Airport,MCI Airport,36,36,High,13
158,2024-05-12,16:34:00,SFO Airport,MIA Airport,10,5,Medium,8
135,2024-07-19,06:44:00,DTW Airport,ORD Airport,4,34,Medium,5
186,2024-01-15,23:40:00,TPA Airport,SAN Airport,35,29,Medium,14
11,2024-03-19,08:08:00,DFW Airport,CMH Airport,-10,20,High,3
148,2024-09-08,19:06:00,PDX Airport,DFW Airport,11,43,High,5
186,2024-05-28,23:56:00,PHL Airport,BOS Airport,37,10,High,14
194,2024-06-03,23:21:00,MIA Airport,DEN Airport,-8,40,High,14
165,2024-09-19,09:08:00,TPA Airport,MSP Airport,39,4,Low,2
160,2024-02-09,12:21:00,TPA Airport,CMH Airport,38,10,High,16
119,2024-04-11,00:58:00,MCI Airport,MIA Airport,-6,37,High,18
194,2024-05-06,07:25:00,PDX Airport,MCI Airport,-17,41,Low,18
102,2024-12-11,13:23:00,PHL Airport,DTW Airport,4,45,Medium,16
96,2024-07-25,15:08:00,AUS Airport,MSP Airport,-4,42,Medium,7
134,2024-12-20,11:17:00,PHL Airport,TPA Airport,11,12,Low,13
66,2024-02-05,02:35:00,AUS Airport,ATL Airport,3,45,Medium,15
49,2024-11-09,15:36:00,ORD Airport,IAH Airport,8,26,Low,12
147,2024-03-19,12:18:00,AUS Airport,LAX Airport,-18,42,High,3
109,2024-10-18,07:41:00,DEN Airport,MIA Airport,-8,6,High,11
23,2024-01-24,07:34:00,TPA Airport,STL Airport,-4,1,Medium,20
142,2024-08-13,20:41:00,SFO Airport,IAH Airport,-18,9,High,8
61,2024-05-27,01:51:00,IAD Airport,MCI Airport,12,43,Low,7
57,2024-09-28,10:11:00,SLC Airport,CLT Airport,10,30,Low,10
1,2024-02-13,13:50:00,IAH Airport,CMH Airport,2,11,High,20
148,2024-04-19,17:50:00,LAS Airport,MSP Airport,28,43,Medium,12
10,2024-08-20,14:38:00,DFW Airport,SEA Airport,15,4,High,18
183,2024-08-06,06:40:00,SLC Airport,PHL Airport,22,13,High,5
13,2024-02-03,05:19:00,BNA Airport,DFW Airport,13,25,Low,18
122,2024-03-13,22:30:00,TPA Airport,CMH Airport,-10,45,High,3
122,2024-09-16,09:48:00,CLT Airport,SEA Airport,-19,3,Low,15
122,2024-09-01,03:07:00,BNA Airport,STL Airport,24,19,Low,14
183,2024-10-16,02:58:00,PDX Airport,LAS Airport,20,17,Medium,7
193,2024-11-12,11:25:00,BOS Airport,IAH Airport,-20,30,High,3
27,2024-01-24,21:28:00,PHX Airport,IAH Airport,37,11,Low,6
13,2024-12-12,04:49:00,IAD Airport,PDX Airport,-7,1,Medium,15
168,2024-10-13,11:27:00,CLT Airport,IAH Airport,16,49,Medium,3
80,2024-05-11,20:10:00,IND Airport,MCI Airport,-10,7,Low,8
27,2024-10-01,23:07:00,TPA Airport,LAS Airport,1,0,Medium,20
32,2024-09-14,18:01:00,SFO Airport,PHX Airport,23,42,Low,19
147,2024-10-10,16:10:00,LAS Airport,AUS Airport,38,26,Low,2
143,2024-01-11,08:44:00,TPA Airport,DTW Airport,37,19,High,7
28,2024-02-11,06:31:00,LAS Airport,DTW Airport,-9,37,Medium,20
177,2024-04-14,07:33:00,SLC Airport,IAH Airport,19,11,High,19
74,2024-08-17,11:10:00,STL Airport,BNA Airport,29,48,High,8
197,2024-03-28,04:06:00,SLC Airport,DFW Airport,14,48,Low,9
43,2024-04-04,16:18:00,IAH Airport,BOS Airport,13,20,Low,11
37,2024-09-25,12:17:00,DTW Airport,LAX Airport,20,30,Medium,3
67,2024-11-04,02:10:00,ATL Airport,IAD Airport,19,0,Low,19
90,2024-03-06,22:28:00,LAS Airport,MCO Airport,19,21,High,4
24,2024-05-22,10:49:00,IAH Airport,MCO Airport,-7,48,High,4
133,2024-04-17,04:28:00,IND Airport,CMH Airport,11,41,Low,13
135,2024-02-26,06:20:00,DEN Airport,SLC Airport,-13,25,High,19
28,2024-07-03,14:12:00,IAD Airport,PHL Airport,8,42,Low,19
39,2024-01-16,07:22:00,ORD Airport,MCO Airport,-14,40,High,2
90,2024-02-23,14:11:00,BNA Airport,BOS Airport,37,16,High,20
77,2024-06-15,14:53:00,IAH Airport,LAX Airport,31,44,Medium,20
57,2024-12-17,17:59:00,IND Airport,IAH Airport,33,35,Medium,17
117,2024-02-12,18:23:00,SAN Airport,DFW Airport,29,27,Low,6
80,2024-12-18,13:15:00,IAD Airport,AUS Airport,31,16,High,7
58,2024-02-04,10:30:00,PDX Airport,SLC Airport,37,7,Low,8
47,2024-06-07,18:15:00,IAH Airport,SEA Airport,-2,20,High,17
175,2024-11-27,12:30:00,AUS Airport,SFO Airport,10,20,Medium,14
67,2024-02-16,13:13:00,DTW Airport,IND Airport,36,22,Medium,11
179,2024-05-19,10:03:00,PHX Airport,PDX Airport,21,33,Low,1
189,2024-07-10,00:04:00,LAX Airport,ORD Airport,30,38,High,11
147,2024-07-25,02:15:00,CMH Airport,SEA Airport,-10,29,Low,19
144,2024-09-10,09:41:00,PHL Airport,LAX Airport,6,3,High,1
46,2024-02-24,17:32:00,DEN Airport,SLC Airport,31,33,High,14
32,2024-05-12,12:22:00,DTW Airport,AUS Airport,25,28,Low,7
162,2024-08-08,02:46:00,IAH Airport,MIA Airport,28,29,High,8
7,2024-09-19,12:54:00,SFO Airport,ORD Airport,-13,20,High,7
108,2024-07-11,08:57:00,TPA Airport,STL Airport,39,23,Low,20
66,2024-11-25,21:17:00,STL Airport,BOS Airport,32,13,Medium,14
96,2024-01-09,23:16:00,MIA Airport,PHX Airport,-16,33,Low,7
151,2024-07-20,19:39:00,SLC Airport,ORD Airport,22,47,Low,8
131,2024-01-01,00:27:00,SFO Airport,JFK Airport,14,45,Medium,5
20,2024-03-16,15:23:00,STL Airport,JFK Airport,22,45,High,1
179,2024-07-17,12:01:00,MCI Airport,BNA Airport,-4,28,High,17
187,2024-10-17,06:43:00,BNA Airport,IAH Airport,22,36,High,14
131,2024-09-07,01:34:00,PDX Airport,LAX Airport,40,26,High,3
98,2024-12-22,08:26:00,MCI Airport,ORD Airport,21,45,Medium,1
117,2024-01-18,11:35:00,PHL Airport,ORD Airport,-17,39,Medium,4
23,2024-06-09,05:59:00,PHL Airport,STL Airport,20,20,Medium,3
183,2024-06-05,10:35:00,DEN Airport,SEA Airport,-18,1,High,17
177,2024-12-09,13:32:00,DEN Airport,MCI Airport,26,11,Low,3
5,2024-05-06,16:01:00,CLT Airport,TPA Airport,21,36,Medium,17
138,2024-11-03,07:33:00,ATL Airport,STL Airport,39,13,High,9
187,2024-08-18,08:11:00,MCI Airport,LAS Airport,9,42,High,4
115,2024-06-12,00:14:00,MSP Airport,IAD Airport,-19,34,Medium,2
168,2024-12-25,02:17:00,PDX Airport,LAS Airport,33,0,High,6
200,2024-05-01,14:45:00,LAX Airport,MSP Airport,16,48,Low,20
122,2024-10-20,23:10:00,DEN Airport,MCI Airport,-11,32,High,16
101,2024-08-18,18:04:00,MSP Airport,IAH Airport,-12,15,Low,9
97,2024-12-10,09:07:00,ORD Airport,LAS Airport,0,21,Medium,9
122,2024-05-27,05:28:00,PDX Airport,DEN Airport,-16,1,Low,19
43,2024-07-08,16:14:00,SFO Airport,SLC Airport,33,34,Low,15
137,2024-02-27,11:59:00,MCI Airport,IAD Airport,21,20,Low,2
58,2024-03-08,18:06:00,IAD Airport,MCO Airport,-2,41,High,4
92,2024-10-24,10:40:00,JFK Airport,MIA Airport,-15,32,Medium,10
34,2024-03-07,11:46:00,PHL Airport,LAS Airport,-16,16,Low,13
184,2024-12-16,22:33:00,PDX Airport,JFK Airport,22,18,Medium,14
3,2024-11-19,14:41:00,SFO Airport,STL Airport,17,7,High,2
133,2024-12-13,12:11:00,SAN Airport,CLT Airport,23,48,Low,4
1,2024-09-26,14:19:00,ATL Airport,PHL Airport,-2,44,Medium,20
69,2024-03-08,10:18:00,MSP Airport,AUS Airport,18,14,Medium,9
167,2024-06-14,08:27:00,SFO Airport,IAD Airport,35,6,Low,6
38,2024-04-12,09:53:00,CMH Airport,SFO Airport,9,38,High,1
158,2024-01-12,18:14:00,CLT Airport,MCI Airport,-16,40,High,12
22,2024-01-12,00:48:00,STL Airport,SFO Airport,24,12,High,12
140,2024-01-11,03:56:00,ATL Airport,DTW Airport,23,42,Low,20
157,2024-09-06,21:26:00,DTW Airport,TPA Airport,28,8,Low,16
61,2024-09-08,07:57:00,CLT Airport,AUS Airport,18,41,Low,15
31,2024-09-12,03:50:00,PHX Airport,CMH Airport,39,1,High,6
94,2024-04-05,02:19:00,BOS Airport,IAH Airport,25,26,Low,2
161,2024-01-17,14:06:00,ORD Airport,DTW Airport,15,27,Low,1
88,2024-01-07,09:12:00,DEN Airport,BNA Airport,7,8,High,17
71,2024-01-21,12:24:00,STL Airport,MCO Airport,39,44,Medium,14
76,2024-12-15,01:54:00,MIA Airport,PHL Airport,6,40,Medium,3
40,2024-05-17,12:25:00,JFK Airport,IND Airport,12,31,Low,15
15,2024-03-24,06:25:00,SAN Airport,IND Airport,-12,14,High,9
83,2024-03-04,16:37:00,PHX Airport,MSP Airport,-17,20,High,15
155,2024-08-16,14:46:00,PHX Airport,SEA Airport,14,43,Medium,3
6,2024-08-01,12:38:00,BOS Airport,ORD Airport,-14,43,High,6
134,2024-07-10,11:53:00,JFK Airport,DTW Airport,39,34,Medium,8
113,2024-05-03,17:29:00,AUS Airport,MCO Airport,-8,50,Medium,4
69,2024-05-07,02:09:00,BNA Airport,MCI Airport,34,11,Medium,5
44,2024-03-09,13:07:00,DTW Airport,MSP Airport,32,43,Low,7
101,2024-05-09,02:33:00,DFW Airport,ATL Airport,6,33,High,1
8,2024-09-20,02:21:00,LAX Airport,BNA Airport,37,49,Low,12
45,2024-02-09,14:55:00,BNA Airport,PHX Airport,6,12,Medium,4
177,2024-09-27,13:17:00,BOS Airport,TPA Airport,8,20,Low,1
